"year","state","district","ID","INC","Open","Challenge","Winner","Dcont","Rcont","Ocont","Midterm.","PVI...100.to.100.","PresYrsIncumb","PresParty","PrevPresR.","PrevPresD.","PrevPresParty","TermsDemControl","TermsRepControl","Age.25.to.44","Age.65.and.over","Race.White","Race.Black.or.African.American","Race.American.Indian.and.Alaska.Native","Race.Asian","Race.Native.Hawaiian.and.Other.Pacific.Islander","Race.Some.other.race","Race.Two.or.more.races","Race.Hispanic.or.Latino","Unemployment.Rate","Delta.unemployment.Rate","Median.household.income","PercentDelta.median.household.income","Percent.below.poverty.level","INC_DW_NOM","SabatoNum","PVI2","thirdParty","midtermEffect","ideologyEffect","dContDiff","Repub","dPct2","rPct2","dWin","Polls","dSwing","PrevElectionD2","Prev2ElectionD2","Prev2ElectionD2Diff","OpenInc","midPres","PrevElectionD2Diff","PrevElectionD2DiffSwing","logDCont","logRCont","logDContDiff","ideologyEffect2","crossPressure","dPctPred","Pred"
"2018","CA","46","2018CA46","D",0,1,"0",351752.46,0,0,"1",-15,2,"R",27.9,66.3,"D",4,0,30.9,8.9,59.5,1.6,0.5,12.5,0.3,23.2,2.3,66.4,3.7,-2.2,61304,-0.100026099,12.1,-0.277,-5,-16,"0","-1",4.155,351752.46,-1,0,0,0,8.9,10,1,0.596987337,0.096987337,"D","R",0.5,0.403012663,12.7706858114599,0,12.7706858114599,-4.155,0,0.723648043828149,20000
"2018","CA","47","2018CA47","D",0,1,"0",378014.38,31444.57,0,"1",-13,2,"R",31,62.6,"D",9,0,28.4,12.2,55,7.4,1,21.8,0.7,9.2,4.9,35.3,3.8,-2,65450,-0.103529412,10.7,-0.448,-5,-14,"0","-1",5.824,346569.81,-1,0,0,0,8.9,10,0.625089241,0.559894652,0.059894652,"D","R",0.125089241,0.065194589,12.8426901616047,10.3560133937015,2.48667676790315,-5.824,0,0.678923785219732,19986
"2018","CA","48","2018CA48","R",0,1,"0",1806834.11,698170.71,22085.55,"1",4,2,"R",46.2,47.9,"D",0,14,27.1,15.9,67.6,1.2,0.4,17.9,0.3,8.4,4.1,21.3,2.9,-2,88903,-0.081245852,5.9,0.627,1,3,"0","1",2.508,1108663.4,1,0,0,0,8.9,10,0.414926878,0.358780285,-0.141219715,"R","R",-0.085073122,0.056146593,14.407087314719,13.4562203543561,0.950866960362918,2.508,0,0.503222635702466,10373
"2018","CA","49","2018CA49","R",1,1,"0",951808.11,1689429.1,24688.42,"1",1,2,"R",43.2,50.7,"D",0,9,26.5,13.8,79,2.7,0.5,6.6,0.4,6.6,4.2,26,2.6,-1.7,80877,-0.073704514,5.8,0.506,-2,0,"0","1",0.506,-737620.99,1,0,0,0,8.9,10,0.489891017,0.398309448,-0.101690552,"Open","R",-0.010108983,0.091581569,13.7661197789619,14.3399018110933,-0.573782032131396,0.506,1,0.508652531713841,11108
"2018","CA","50","2018CA50","R",0,1,"0",1204554.58,230759.48,19132.26,"1",11,2,"R",54.6,39.6,"R",0,9,26.2,13.5,78.3,2.8,1.1,5.5,0.4,6.6,5.3,30.6,4,-1.5,71692,-0.128661496,8.9,0.512,5,10,"0","1",5.632,973795.1,1,0,0,0,8.9,10,0.361090369,0.287999288,-0.212000712,"R","R",-0.138909631,0.073091081,14.0016212436005,12.3491355684519,1.65248567514868,5.632,0,0.413367012602115,1304
"2018","CA","51","2018CA51","D",0,1,"0",614047.67,61888.09,19760.59,"1",-22,2,"R",22.8,71.8,"D",9,0,28,10.8,64.8,6.7,0.7,8.3,0.3,15.2,4,70.1,6.4,-1.8,46639,-0.113252857,17.8,-0.395,-5,-22,"0","-1",8.69,552159.58,-1,0,0,0,8.9,10,0.718510897,0.687895058,0.187895058,"D","R",0.218510897,0.0306158390000001,13.3278294710888,11.0330991911191,2.2947302799697,-8.69,0,0.727464978649876,19998
"2018","CA","52","2018CA52","D",0,1,"0",669149.48,846316.63,0,"1",-6,2,"R",35.6,58.1,"D",4,0,31,13.4,69.4,3,0.5,19.7,0.3,2,5,14.2,3,-1.1,90854,-0.074845356,5.1,-0.175,-5,-8,"0","-1",1.05,-177167.15,-1,0,0,0,8.9,10,0.56378952,0.515868707,0.015868707,"D","R",0.06378952,0.0479208130000001,13.4137642465522,13.6486500172975,-0.234885770745315,-1.05,0,0.609533086473697,19330
"2018","CA","53","2018CA53","D",0,1,"0",271961.08,10195.5,35338,"1",-14,2,"R",29.6,64.5,"D",20,0,32.1,12.1,65.3,8.2,0.5,13.4,0.8,5.8,6,33.5,4.4,-1.4,69314,-0.084485097,6.7,-0.343,-5,-15,"0","-1",4.802,261765.58,-1,0,0,0,8.9,10,0.66141536,0.588365621,0.088365621,"D","R",0.16141536,0.073049739,12.5134179237947,9.2297998031324,3.2836181206623,-4.802,0,0.691923930670972,19993
"2018","CO","1","2018CO1","D",0,1,"0",1299976.01,12080.92,0,"1",-21,2,"R",23.2,69,"D",20,0,36,11.1,78.7,8.5,0.9,3.4,0.1,5.1,3.4,27.9,2.9,-1.6,62718,-0.107991326,9,-0.432,-5,-22,"0","-1",9.072,1287895.09,-1,0,0,0,8.9,10,0.704671155498071,0.694343525659344,0.194343525659344,"D","R",0.204671155498071,0.010327629838727,14.07785713766,9.39946539925647,4.67839173840354,-9.072,0,0.731523750501833,19999
"2018","CO","2","2018CO2","D",1,1,"0",706363.2,4564.06,17092.52,"1",-9,2,"R",34.9,56.2,"D",20,0,26.3,13,90.4,0.9,0.4,3.1,0.1,2.2,2.9,10.4,3.2,-0.9,75659,-0.083995295,3.9,-0.28,-5,-10,"0","-1",2.52,701799.14,-1,0,0,0,8.9,10,0.602830568082847,0.567431239,0.067431239,"Open","R",0.102830568082847,0.0353993290828467,13.4678862474859,8.42618693642572,5.04169931106022,-2.52,0,0.6610148492073,19920
"2018","CO","3","2018CO3","R",0,1,"0",726322.75,296158.49,86.78,"1",6,2,"R",52,40,"R",0,5,24.7,16.2,88.3,1,2.2,0.7,0.1,5.1,2.6,24.4,3.9,-1.4,50817,-0.035499931,10.4,0.456,3,6,"0","1",2.736,430164.26,1,0,0,0,8.9,10,0.426618784528471,0.381068818502533,-0.118931181497467,"R","R",-0.073381215471529,0.0455499660259379,13.4957511310459,12.5986534057637,0.897097725282157,2.736,0,0.447762794594257,3588
"2018","CO","4","2018CO4","R",0,1,"0",284775.05,412940.49,0,"1",13,2,"R",57.4,34.3,"R",0,5,26.2,12.4,89.4,1.4,0.8,1.8,0.1,3.8,2.8,21.7,3,-1.3,67878,-0.027225316,6.6,0.754,5,12,"0","1",9.802,-128165.44,1,0,0,0,8.9,10,0.3306291294867,0.31123080558911,-0.18876919441089,"R","R",-0.1693708705133,0.0193983238975896,12.5594583608827,12.9310611912047,-0.371602830322022,9.802,0,0.375911619386555,324
"2018","CO","5","2018CO5","R",0,1,"0",112095.02,1440706.7,0,"1",14,2,"R",57.2,33.2,"R",0,21,27.2,12.6,81.8,5.7,0.6,2.4,0.3,4,5.1,15.4,3.5,-1.6,62372,-0.092188803,7.8,0.69,5,13,"0","1",9.66,-1328611.68,1,0,0,0,8.9,10,0.33029583209434,0.402020125,-0.097979875,"R","R",-0.16970416790566,-0.07172429290566,11.6271111044157,14.1806450091594,-2.55353390474373,9.66,0,0.356985452194411,144
"2018","CO","6","2018CO6","R",0,1,"0",1120399.46,753594.57,0,"1",-2,2,"R",41.3,50.2,"D",0,19,28.9,11,74.2,9.2,0.6,5.8,0.2,5.9,4.1,19.8,2.8,-2,76451,-0.08557115,5.3,0.496,1,-3,"0","1",-0.992,366804.89,1,0,0,0,8.9,10,0.452581297778259,0.453071509396418,-0.0469284906035819,"R","R",-0.0474187022217412,-0.00049021161815932,13.9291967329357,13.5326111237769,0.396585609158754,-0.992,1,0.499084484028411,9687
"2018","CO","7","2018CO7","D",0,1,"0",1220580.12,29900.67,0,"1",-6,2,"R",39.4,51.4,"D",7,0,29.2,12.4,87.8,1.6,1.1,3.2,0.1,3.2,3.1,28.3,2.9,-2,66063,-0.078546236,6.5,-0.281,-5,-6,"0","-1",1.686,1190679.45,-1,0,0,0,8.9,10,0.579767852553727,0.550729538,0.050729538,"D","R",0.0797678525537265,0.0290383145537265,14.0148376311702,10.3056696106619,3.70916802050831,-1.686,0,0.650511341430474,19864
"2018","CT","1","2018CT1","D",0,1,"0",0,0,0,"1",-12,2,"R",36.3,59.4,"D",20,0,25.4,15.9,70.6,15.2,0.3,4.9,0,5.5,3.5,16,4,-2.4,70215,-0.05505946,7.9,-0.399,-5,-11,"0","-1",4.788,0,-1,0,0,0,8.9,10,0.649410941763321,0.618475143262159,0.118475143262159,"D","R",0.149410941763321,0.0309357985011623,0,0,0,-4.788,0,0.636934154999159,19777
"2018","CT","2","2018CT2","D",0,1,"0",343271.65,0,0,"1",-3,2,"R",45.8,48.7,"D",7,0,22.9,15.9,86.6,3.9,0.4,3.3,0,2.3,3.5,7.9,4,-1.1,74784,-0.044474754,5.5,-0.343,-5,-2,"0","-1",1.029,343271.65,-1,0,0,0,8.9,10,0.650384903457213,0.618928869368704,0.118928869368704,"D","R",0.150384903457213,0.0314560340885091,12.7462803083432,0,12.7462803083432,-1.029,0,0.65075445410817,19876
"2018","CT","3","2018CT3","D",0,1,"0",642992.04,0,0,"1",-9,2,"R",40.4,55.9,"D",19,0,25.7,15.5,73.9,13.7,0.2,4.3,0,5.2,2.7,14.5,4.4,-1.7,67774,-0.071340042,7.8,-0.416,-5,-8,"0","-1",3.744,642992.04,-1,0,0,0,8.9,10,0.686561278,0.651795069863135,0.151795069863135,"D","R",0.186561278,0.0347662081368649,13.3738891788999,0,13.3738891788999,-3.744,0,0.692886076993343,19990
"2018","CT","4","2018CT4","D",0,1,"0",634083.31,53863.95,0,"1",-7,2,"R",36.6,59.6,"D",6,0,24.5,14.1,73.1,12.5,0.2,5.2,0,6.2,2.7,18.9,5,-1.4,94862,-0.085271236,6.3,-0.24,-5,-8,"0","-1",1.68,580219.36,-1,0,0,0,8.9,10,0.600624116,0.534787194853834,0.0347871948538343,"D","R",0.100624116,0.0658369211461657,13.3599372056507,10.8942352670813,2.4657019385694,-1.68,0,0.650129463615656,19885
"2018","CT","5","2018CT5","D",1,1,"0",68166.79,48857.91,0,"1",-2,2,"R",45.8,49.9,"D",7,0,23.8,15.8,81.6,6.5,0.1,3.6,0,5.5,2.5,17.5,3.8,-1.9,68904,-0.015949727,6.8,-0.313,-3,-1,"0","-1",0.626,19308.88,-1,0,0,0,8.9,10,0.579478169,0.534863586231518,0.0348635862315178,"Open","R",0.079478169,0.0446145827684823,11.1297274448787,10.796692035926,0.333035408952739,-0.626,0,0.563844446110591,17040
"2018","DE","1","2018DE1","D",0,1,"0",516698.35,0,0,"1",-6,2,"R",41.9,53.4,"D",5,0,24.9,16.4,69.2,21.7,0.4,3.7,0,2.2,2.8,8.8,3.5,-1.4,61757,-0.020208236,8.1,-0.323,-5,-5,"0","-1",1.938,516698.35,-1,0,0,0,8.9,10,0.57546472426695,0.617144116074409,0.117144116074409,"D","R",0.0754647242669495,-0.0416793918074596,13.1552164562911,0,13.1552164562911,-1.938,0,0.656068722095081,19906
"2018","FL","1","2018FL1","R",0,1,"0",145703.77,482334.34,0,"1",22,2,"R",67.5,28.2,"R",0,13,25.6,15.5,77.1,13.3,0.5,2.5,0.1,2,4.5,6.1,3.3,-1.5,53006,-0.04412708,7.5,0.789,5,22,"0","1",17.358,-336630.57,1,0,0,0,8.9,10,0.308770041,0.249820505270818,-0.250179494729182,"R","R",-0.191229959,0.0589495357291818,11.8893377301512,13.0863948772686,-1.1970571471174,17.358,0,0.326589856713926,20
"2018","FL","2","2018FL2","R",0,1,"0",141814.15,542542.76,0,"1",18,2,"R",66.2,30.6,"R",1,2,24.3,18.4,81.8,13,0.5,1.7,0.1,0.7,2.3,6.1,3.4,-2.5,46062,-0.04652425,11.1,0.513,5,19,"0","1",9.234,-400728.61,1,0,0,0,8.9,10,0.307695075770963,0.505682593167282,0.00568259316728237,"R","R",-0.192304924229037,-0.197987517396319,11.8622797279937,13.2040240247381,-1.34174429674439,9.234,0,0.330974533016132,34
"2018","FL","3","2018FL3","R",0,1,"0",43131.43,338408.27,0,"1",9,2,"R",56.2,40.2,"R",0,4,24.8,15.3,76,16.1,0.3,3.4,0.1,1.2,3,8.9,3.2,-2.3,45970,-0.002001305,11.3,0.699,5,9,"0","1",6.291,-295276.84,1,0,0,0,8.9,10,0.412489474063421,0.332029056626551,-0.167970943373449,"R","R",-0.0875105259365787,0.0804604174368701,10.6720304293485,12.732011299956,-2.05998087060749,6.291,0,0.398429427351943,796
"2018","FL","4","2018FL4","R",0,1,"0",7539.6,221211.77,520.28,"1",17,2,"R",62.1,34.1,"R",0,16,27.5,15.1,82.3,9,0.2,4.3,0.1,0.9,3.1,7.7,2.5,-2.8,68229,-0.180172654,5.6,0.357,5,17,"0","1",6.069,-213672.17,1,0,0,0,8.9,10,0.281850799986744,0,-0.5,"R","R",-0.218149200013256,0.281850799986744,8.92805703343285,12.3068802775246,-3.3788232440917,6.069,0,0.308161363783643,5
"2018","FL","5","2018FL5","D",0,1,"0",270313.09,0,0,"1",-12,2,"R",35.9,61.3,"D",4,0,27,11.7,45.9,47.3,0.3,2.5,0.1,1.2,2.8,7.5,4.8,-3.9,40932,-0.180885371,15.8,-0.254,-5,-11,"0","-1",3.048,270313.09,-1,0,0,0,8.9,10,0.642168027,0.654749762,0.154749762,"D","R",0.142168027,-0.012581735,12.507339858172,0,12.507339858172,-3.048,0,0.692804768760503,19991
"2018","FL","6","2018FL6","R",1,1,"0",447803.19,726625.52,0,"1",7,2,"R",56.9,39.9,"R",0,16,20.9,24.2,83.7,10.4,0.3,1.7,0.1,1.9,2,11.5,3.1,-1.4,46882,-0.010537093,8,0.665,3,8,"0","1",4.655,-278822.33,1,0,0,0,8.9,10,0.414110488,0.374554675,-0.125445325,"Open","R",-0.085889512,0.039555813,13.0121113399588,13.4961678968645,-0.484056556905774,4.655,0,0.432485321078801,2372
"2018","FL","7","2018FL7","D",0,1,"0",519903.26,222750.73,0,"1",0,2,"R",44.1,51.4,"D",2,12,28.4,13.3,78.9,10.7,0.2,4.4,0.1,2.9,2.9,23.3,3.2,-2.4,57146,-0.064886431,10.3,-0.157,-3,-1,"0","-1",0,297152.53,-1,0,0,0,8.9,10,0.514647337,0.335705910737712,-0.164294089262288,"D","R",0.014647337,0.178941426262288,13.1613999582217,12.3138131118573,0.847586846364347,0,0,0.577532695922337,18017
"2018","FL","8","2018FL8","R",0,1,"0",38387.24,307095.5,0,"1",11,2,"R",58.4,37.7,"R",0,5,20.6,23.8,83.6,10,0.3,2.1,0.1,1.4,2.6,10,3.1,-3,50752,-0.048096627,9.9,0.511,5,11,"0","1",5.621,-268708.26,1,0,0,0,8.9,10,0.340180966583263,0.34149505195699,-0.15850494804301,"R","R",-0.159819033416737,-0.0013140853737279,10.5555064416717,12.6349173094249,-2.07941086775315,5.621,0,0.365532699740297,207
"2018","FL","9","2018FL9","D",0,1,"0",523068.4,2064.4,0,"1",-5,2,"R",38.9,58.6,"D",4,0,27.4,15.2,75.4,13.3,0.3,3,0.1,4.8,3.2,38.9,3.8,-2.1,49899,-0.083448566,13,-0.376,-5,-6,"0","-1",1.88,521004,-1,0,0,0,8.9,10,0.574698447,0.555940596770559,0.0559405967705591,"D","R",0.0746984469999999,0.0187578502294409,13.1674694302284,7.6330791912373,5.53439023899113,-1.88,0,0.658689868388983,19929
"2018","FL","11","2018FL11","R",0,1,"0",19068.27,350401.05,0,"1",15,2,"R",67.5,28.2,"R",0,4,17.3,35.4,88,7.2,0.3,1.1,0.1,1.1,2.2,9.7,2.7,-2.4,43610,-0.052602614,9.2,0.483,5,17,"0","1",7.245,-331332.78,1,0,0,0,8.9,10,0.325766053010571,0.33341168,-0.16658832,"R","R",-0.174233946989429,-0.00764562698942933,9.85583341784079,12.7668364884839,-2.91100307064309,7.245,0,0.322435020377612,23
"2018","FL","12","2018FL12","R",0,1,"0",86257.72,577089.28,9194.54,"1",8,2,"R",67.5,28.2,"R",0,21,21.9,23.7,89.1,4.6,0.3,2.4,0.1,1,2.4,11.6,3.5,-1.3,49774,0.016012376,7.9,0.405,5,12,"0","1",3.24,-490831.56,1,0,0,0,8.9,10,0.313898759,0,-0.5,"R","R",-0.186101241,0.313898759,11.3651064312325,13.2657539977224,-1.90064756648988,3.24,0,0.345001703479228,83
"2018","FL","13","2018FL13","D",0,1,"0",603864.79,1276.12,0,"1",-2,2,"R",67.5,28.2,"R",0,19,23.5,21.7,79.8,12.4,0.3,3.4,0.1,1.2,2.8,9.3,3.5,-1.2,48519,-0.0568231,9.6,-0.213,-3,6,"0","-1",0.426,602588.67,-1,0,0,0,8.9,10,0.518865296,0,-0.5,"D","R",0.018865296,0.518865296,13.3111072502397,7.15236282186037,6.15874442837931,-0.426,-1,0.60121959506876,19058
"2018","FL","15","2018FL15","R",1,1,"0",166178.57,15546.04,0,"1",6,2,"R",67.5,28.2,"R",0,13,26.6,15,75.2,14.4,0.3,2.9,0.1,4,3,20.9,3.2,-2.4,53784,-0.055815856,10.2,0.529,3,11,"0","1",3.174,150632.53,1,0,0,0,8.9,10,0.425099939,0.397187029,-0.102812971,"Open","R",-0.074900061,0.02791291,12.02082422966,9.65162554579007,2.36919868386989,3.174,0,0.45484390884197,4284
"2018","FL","16","2018FL16","R",0,1,"0",156917.45,372426.92,0,"1",7,2,"R",67.5,28.2,"R",0,6,21.6,25.2,84.3,8.5,0.3,1.9,0.1,3,1.9,16.7,3,-1.3,55447,-0.082547297,7.7,0.36,3,12,"0","1",2.52,-215509.47,1,0,0,0,8.9,10,0.402175353,0.384120694847984,-0.115879305152016,"R","R",-0.097824647,0.0180546581520156,11.96348152263,12.8277987947219,-0.864317272091812,2.52,0,0.415252436072989,1468
"2018","FL","17","2018FL17","R",1,1,"0",15330.83,474234.25,0,"1",13,2,"R",67.5,28.2,"R",0,4,18.9,30.4,86.9,7.8,0.3,1.3,0,2,1.7,14.4,3.4,-1.6,45508,-0.054561835,9.2,0.458,5,16,"0","1",5.954,-458903.42,1,0,0,0,8.9,10,0.35638094911803,0.367646007,-0.132353993,"Open","R",-0.14361905088197,-0.0112650578819705,9.63768633851829,13.069458785574,-3.43177244705572,5.954,0,0.33016184999603,34
"2018","FL","18","2018FL18","R",0,1,"0",642207.93,107279.91,182286.96,"1",5,2,"R",67.5,28.2,"R",2,2,21.6,24.2,80.7,12.7,0.3,2.1,0,2.3,1.9,15.4,2.5,-2.7,54913,-0.046054668,9.6,0.327,3,10,"0","1",1.635,534928.02,1,0,0,0,8.9,10,0.445240506527528,0.597843504,0.097843504,"R","R",-0.0547594934724717,-0.152602997472472,13.3726689658663,11.5832060003953,1.78946296547097,1.635,0,0.441682531911692,3128
"2018","FL","19","2018FL19","R",0,1,"0",169747.28,474980.04,0,"1",13,2,"R",67.5,28.2,"R",0,4,20.3,29,86.5,7.8,0.2,1.5,0,2.4,1.6,18.9,2.9,-2,54812,-0.060242283,8.2,0.588,5,16,"0","1",7.644,-305232.76,1,0,0,0,8.9,10,0.34094043,0.336517082863324,-0.163482917136676,"R","R",-0.15905957,0.00442334713667614,12.0420719128217,13.0710301664306,-1.0289582536089,7.644,0,0.35128601945854,110
"2018","FL","22","2018FL22","D",0,1,"0",595775.53,82184.24,0,"1",-6,2,"R",66.2,30.6,"R",2,2,25.2,19.4,76.1,14.9,0.3,3,0,2.9,2.8,20.7,3.8,-1.7,60159,-0.092587975,7.4,-0.4,-5,3,"0","-1",2.4,513591.29,-1,0,0,0,8.9,10,0.589088804,0.58033495479019,0.0803349547901905,"D","R",0.089088804,0.00875384920980948,13.2976209260719,11.3167310028773,1.98088992319457,-2.4,-1,0.619165295092156,19556
"2018","FL","23","2018FL23","D",0,1,"0",995484.09,432912.31,261778.63,"1",-11,2,"R",66.2,30.6,"R",18,2,26.2,16.3,75.1,13.8,0.3,4.1,0.1,3.6,3,35.5,3.3,-2.1,61513,-0.121844163,7.8,-0.423,-5,-1,"0","-1",4.653,562571.78,-1,0,0,0,8.9,10,0.583090351156502,0.626677913,0.126677913,"D","R",0.0830903511565024,-0.0435875618434975,13.8109854249759,12.9782927790882,0.832692645887768,-4.653,0,0.610550659875926,19390
"2018","FL","25","2018FL25","R",0,1,"0",355945,439334.72,0,"1",4,2,"R",66.2,30.6,"R",0,9,26.8,17.6,89.7,4.9,0.2,1.2,0,3,1,75.8,2.9,-2.6,46247,0.070555928,12.2,0.276,3,9,"0","1",1.104,-83389.72,1,0,0,0,8.9,10,0.375888208,0,-0.5,"R","R",-0.124111792,0.375888208,12.7825343129355,12.9930191378352,-0.210484824899654,1.104,0,0.431351160111224,2339
"2018","FL","26","2018FL26","R",0,1,"0",267406.04,754891.66,0,"1",-6,2,"R",66.2,30.6,"R",0,3,27.5,13.6,82.2,12.3,0.1,1.7,0,2,1.7,68.6,3.4,-1.9,54453,-0.04293611,13.9,0.21,1,3,"0","1",-1.26,-487485.62,1,0,0,0,8.9,10,0.437267099450884,0.485356738,-0.014643262,"R","R",-0.0627329005491161,-0.0480896385491161,12.4965272709025,13.5343308459383,-1.03780357503579,-1.26,0,0.484922424740731,7986
"2018","FL","27","2018FL27","R",1,1,"0",2051970.47,694881.76,41172.1,"1",-5,2,"R",66.2,30.6,"R",0,4,29.2,17.6,87.2,5.4,0.1,2,0,3.5,1.7,70.4,2.8,-3.2,51958,-0.183860041,11.6,0.245,-2,3,"0","1",-1.225,1357088.71,1,0,0,0,8.9,10,0.450898156,0,-0.5,"Open","R",-0.049101844,0.450898156,14.5343115816674,13.4514984196696,1.08281316199779,-1.225,0,0.541637922950762,15173
"2018","GA","1","2018GA1","R",0,1,"0",147695.47,865319.8,0,"1",9,2,"R",56.4,40.9,"R",0,14,27.2,13.2,63.3,29.6,0.3,1.7,0.1,2,2.9,6.6,4.9,-0.8,50931,-0.092046102,12.3,0.573,5,9,"0","1",5.157,-717624.33,1,0,0,0,8.9,10,0,0.390864598,-0.109135402,"R","R",-0.5,-0.390864598,11.902914568437,13.6708555842119,-1.76794101577487,5.157,0,0.393423781450097,682
"2018","GA","2","2018GA2","D",0,1,"0",581340.42,119461.88,0,"1",-6,2,"R",75,22.1,"R",18,2,25.4,13.7,42.9,51.6,0.2,1.1,0.1,2,2.1,4.9,4.8,-2.4,35617,-0.031221046,21.4,-0.282,-5,6,"0","-1",1.692,461878.54,-1,0,0,0,8.9,10,0.610340627,0.591546961,0.091546961,"D","R",0.110340627,0.018793666,13.2730935052367,11.6907609744839,1.58233253075277,-1.692,-1,0.637087827604296,19795
"2018","GA","3","2018GA3","R",0,1,"0",32830.97,832984.6,0,"1",18,2,"R",75,22.1,"R",0,7,25.2,13.9,70.2,23.8,0.2,1.8,0,1.4,2.5,5.6,3.8,-2.1,56240,-0.073933144,10,0.528,5,22,"0","1",9.504,-800153.63,1,0,0,0,8.9,10,0.316309067,0,-0.5,"R","R",-0.183690933,0.316309067,10.3991580147873,13.6327716340848,-3.23361361929746,9.504,0,0.294448307250941,5
"2018","GA","4","2018GA4","D",0,1,"0",295566.07,13125.75,0,"1",-24,2,"R",75,22.1,"R",10,2,28.1,10.1,30.4,59.1,0.2,4.9,0,3.2,2.1,9.2,4.7,-3.6,51686,-0.045331424,14,-0.47,-5,-6,"0","-1",11.28,282440.32,-1,0,0,0,8.9,10,0.756222803,1,0.5,"D","R",0.256222803,-0.243777197,12.5966510613094,9.48240741190506,3.11424364940435,-11.28,0,0.72332235731424,19999
"2018","GA","6","2018GA6","R",0,1,"0",1398671.11,2476139.51,11280.54,"1",8,2,"R",75,22.1,"R",0,21,29.5,11.2,70.1,13.7,0.6,10.7,0,2.2,2.7,12.3,2.6,-1.8,87139,-0.081961005,5.7,0.644,2,15,"0","1",5.152,-1077468.4,1,0,0,0,8.9,10,0.383955186,0.339594497,-0.160405503,"R","R",-0.116044814,0.044360689,14.1510338516244,14.7222116599648,-0.571177808340481,5.152,0,0.430523195069805,2306
"2018","GA","7","2018GA7","R",0,1,"0",1352688.35,472431,0,"1",9,2,"R",75,22.1,"R",0,13,28.6,8.9,57.7,19.5,0.3,12.9,0,7.1,2.5,19.1,2.2,-3.1,72481,-0.104841269,7.5,0.649,3,16,"0","1",5.841,880257.35,1,0,0,0,8.9,10,0.395476115,0.346129707,-0.153870293,"R","R",-0.104523885,0.049346408,14.1176052799037,13.0656491002152,1.05195617968848,5.841,0,0.437052181931224,2754
"2018","GA","9","2018GA9","R",0,1,"0",53998.84,455878.94,5220,"1",31,2,"R",75,22.1,"R",0,12,23.9,17,86.9,6.9,0.3,1.2,0,3.1,1.5,12.4,2.3,-2.5,50154,-0.081847908,9.3,0.633,5,30,"0","1",19.623,-401880.1,1,0,0,0,8.9,10,0,0.193253686,-0.306746314,"R","R",-0.5,-0.193253686,10.8967363625791,13.0299847643561,-2.13324840177702,19.623,0,0.279456810294342,1
"2018","GA","10","2018GA10","R",0,1,"0",199603.94,351725.41,54,"1",15,2,"R",56.4,40.9,"R",0,13,24.8,13.5,69.1,25.3,0.2,2.1,0.1,1.3,2,5.6,3.5,-1.6,51532,-0.076108049,11.2,0.73,5,13,"0","1",10.95,-152121.47,1,0,0,0,8.9,10,0,0.334777077,-0.165222923,"R","R",-0.5,-0.334777077,12.2040953920522,12.7706089080511,-0.566513515998848,10.95,0,0.361800007428724,180
"2018","GA","11","2018GA11","R",0,1,"0",18362.09,305235.55,0,"1",17,2,"R",56.4,40.9,"R",0,12,29,11,73.8,16.2,0.3,3.3,0,3.9,2.3,11.2,3.1,-2,69610,-0.087070823,7.4,0.677,5,15,"0","1",11.509,-286873.46,1,0,0,0,8.9,10,0.325061571,0,-0.5,"R","R",-0.174938429,0.325061571,9.81809795066711,12.6288423287581,-2.81074437809101,11.509,0,0.350740460381522,115
"2018","GA","12","2018GA12","R",0,1,"0",151108.43,465234.76,0,"1",9,2,"R",56.4,40.9,"R",0,3,26.3,13,59.1,35,0.3,1.6,0.1,1.9,2,5.8,4,-1.1,43933,-0.07395352,16.7,0.619,5,9,"0","1",5.571,-314126.33,1,0,0,0,8.9,10,0.383849364,0.452468018,-0.047531982,"R","R",-0.116150636,-0.068618654,11.9257595553141,13.0502995668357,-1.12454001152153,5.571,0,0.41034644753544,1217
"2018","GA","13","2018GA13","D",0,1,"0",634292.98,8848,19253.98,"1",-20,2,"R",26.6,71,"D",18,2,28,9.8,33.1,57.9,0.1,2.7,0,3.9,2.3,10.7,4.6,-3.2,57342,-0.10679781,11,-0.301,-5,-20,"0","-1",6.02,625444.98,-1,0,0,0,8.9,10,1,1,0.5,"D","R",0.5,0,13.3602678167997,9.08805973726735,4.27220807953237,-6.02,0,0.780420183911349,20000
"2018","GA","14","2018GA14","R",0,1,"0",6758,702688.78,0,"1",27,2,"R",75,22.1,"R",0,4,26.1,13.6,85.4,8.9,0.3,1,0,2.6,1.7,11.1,3.4,-2.4,48691,-0.068780678,11.2,0.752,5,28,"0","1",20.304,-695930.78,1,0,0,0,8.9,10,0,0,-0.5,"R","R",-0.5,0,8.81863022910035,13.4626707931724,-4.64404056407208,20.304,0,0.251183410200801,0
"2018","HI","1","2018HI1","D",1,1,"0",178661.77,0,0,"1",-17,2,"R",30.5,63.1,"D",15,0,28.1,17,18.1,2.1,0.1,50.2,8,0.8,20.7,8.4,2.2,-0.8,78180,-0.05860834,5.1,-0.369,-5,-17,"0","-1",6.273,178661.77,-1,0,0,0,8.9,10,0.760360958465468,0.519283378540988,0.0192833785409877,"Open","R",0.260360958465468,0.24107757992448,12.0932553414455,0,12.0932553414455,-6.273,0,0.733424299264053,20000
